datetime,count
2011-01-28 18:00:00,152.68
2011-01-28 19:00:00,101.08
2011-01-28 20:00:00,70.69
2011-01-28 21:00:00,49.24
2011-01-28 22:00:00,44.28
2011-01-28 23:00:00,28.42
2011-01-29 00:00:00,34.0
2011-01-29 01:00:00,22.58
2011-01-29 02:00:00,17.47
2011-01-29 03:00:00,11.156666666666668
2011-01-29 04:00:00,3.96
2011-01-29 06:00:00,3.55
2011-01-29 07:00:00,11.45
2011-01-29 08:00:00,23.263333333333332
2011-01-29 09:00:00,45.82999999999999
2011-01-29 10:00:00,63.73
2011-01-29 11:00:00,63.9
2011-01-29 12:00:00,82.04
2011-01-29 13:00:00,83.07
2011-01-29 14:00:00,79.95
2011-01-29 15:00:00,77.77
2011-01-29 16:00:00,84.84
2011-01-29 17:00:00,79.4
2011-01-29 18:00:00,73.62
2011-01-29 19:00:00,67.51
2011-01-29 20:00:00,49.6
2011-01-29 21:00:00,42.09
2011-01-29 22:00:00,32.38
2011-01-29 23:00:00,25.02
2011-01-30 00:00:00,29.51
2011-01-30 01:00:00,26.1
2011-01-30 02:00:00,19.47
2011-01-30 03:00:00,14.07
2011-01-30 04:00:00,5.13
2011-01-30 05:00:00,3.93
2011-01-30 07:00:00,9.9
2011-01-30 08:00:00,19.79
2011-01-30 09:00:00,35.49666666666666
2011-01-30 10:00:00,59.9
2011-01-30 11:00:00,67.43
2011-01-30 12:00:00,119.84
2011-01-30 13:00:00,89.79
2011-01-30 14:00:00,94.39
2011-01-30 15:00:00,117.32
2011-01-30 16:00:00,117.35
2011-01-30 17:00:00,79.95
2011-01-30 18:00:00,67.07
2011-01-30 19:00:00,41.91
2011-01-30 20:00:00,36.9
2011-01-30 21:00:00,33.66
2011-01-30 22:00:00,23.07
2011-01-30 23:00:00,17.52
2011-01-31 00:00:00,11.35
2011-01-31 01:00:00,3.44
2011-01-31 02:00:00,2.73
2011-01-31 03:00:00,2.11
2011-01-31 04:00:00,1.56
2011-01-31 05:00:00,2.17
2011-01-31 06:00:00,33.4
2011-01-31 07:00:00,85.91
2011-01-31 08:00:00,177.58
2011-01-31 09:00:00,90.93
2011-01-31 10:00:00,39.56
2011-01-31 11:00:00,38.77
2011-01-31 12:00:00,56.05
2011-01-31 13:00:00,54.66
2011-01-31 14:00:00,52.54
2011-01-31 15:00:00,47.78
2011-01-31 16:00:00,71.41
2011-01-31 17:00:00,163.7
2011-01-31 18:00:00,156.6
2011-01-31 19:00:00,129.09
2011-01-31 20:00:00,63.58
2011-01-31 21:00:00,31.0
2011-01-31 22:00:00,31.26
2011-01-31 23:00:00,18.6
2011-02-20 00:00:00,34.71
2011-02-20 01:00:00,23.44
2011-02-20 02:00:00,17.71
2011-02-20 03:00:00,9.6
2011-02-20 04:00:00,3.02
2011-02-20 06:00:00,2.62
2011-02-20 07:00:00,9.26
2011-02-20 08:00:00,21.9
2011-02-20 09:00:00,34.29833333333333
2011-02-20 10:00:00,93.19
2011-02-20 11:00:00,110.65
2011-02-20 12:00:00,124.54
2011-02-20 13:00:00,150.58
2011-02-20 14:00:00,146.0
2011-02-20 15:00:00,156.41
2011-02-20 16:00:00,150.01
2011-02-20 17:00:00,108.6
2011-02-20 18:00:00,78.18
2011-02-20 19:00:00,71.89
2011-02-20 20:00:00,67.76
2011-02-20 21:00:00,58.76
2011-02-20 22:00:00,45.72
2011-02-20 23:00:00,36.02
2011-02-21 00:00:00,24.89
2011-02-21 01:00:00,20.79
2011-02-21 02:00:00,11.88
2011-02-21 03:00:00,4.31
2011-02-21 04:00:00,4.64
2011-02-21 05:00:00,7.33
2011-02-21 06:00:00,19.69
2011-02-21 07:00:00,68.79
2011-02-21 08:00:00,75.19
2011-02-21 09:00:00,77.46
2011-02-21 10:00:00,84.92
2011-02-21 11:00:00,80.01
2011-02-21 12:00:00,81.94
2011-02-21 13:00:00,70.56
2011-02-21 14:00:00,82.46
2011-02-21 15:00:00,91.3
2011-02-21 16:00:00,81.27
2011-02-21 17:00:00,87.39
2011-02-21 18:00:00,83.4
2011-02-21 19:00:00,74.54
2011-02-21 20:00:00,38.61
2011-02-21 21:00:00,28.3
2011-02-21 22:00:00,23.16
2011-02-21 23:00:00,14.99
2011-02-22 06:00:00,31.87
2011-02-22 07:00:00,85.66
2011-02-22 08:00:00,190.37
2011-02-22 09:00:00,99.05
2011-02-22 10:00:00,45.12
2011-02-22 11:00:00,48.95
2011-02-22 12:00:00,59.48
2011-02-22 13:00:00,70.97
2011-02-22 14:00:00,71.9
2011-02-22 15:00:00,76.27
2011-02-22 16:00:00,72.64
2011-02-22 17:00:00,164.51
2011-02-22 18:00:00,163.55
2011-02-22 19:00:00,97.59
2011-02-22 20:00:00,69.46
2011-02-22 21:00:00,48.77
2011-02-22 22:00:00,29.08
2011-02-22 23:00:00,19.7
2011-02-23 00:00:00,11.69
2011-02-23 01:00:00,5.61
2011-02-23 02:00:00,2.08
2011-02-23 03:00:00,1.73
2011-02-23 05:00:00,6.19
2011-02-23 06:00:00,30.29
2011-02-23 07:00:00,76.56
2011-02-23 08:00:00,181.82
2011-02-23 09:00:00,122.14
2011-02-23 10:00:00,57.2
2011-02-23 11:00:00,59.95
2011-02-23 12:00:00,70.94
2011-02-23 13:00:00,70.95
2011-02-23 14:00:00,75.39
2011-02-23 15:00:00,69.25
2011-02-23 16:00:00,105.15
2011-02-23 17:00:00,232.38
2011-02-23 18:00:00,215.72
2011-02-23 19:00:00,137.86
2011-02-23 20:00:00,75.87
2011-02-23 21:00:00,56.76
2011-02-23 22:00:00,43.72
2011-02-23 23:00:00,27.58
2011-02-24 00:00:00,10.79
2011-02-24 01:00:00,4.99
2011-02-24 02:00:00,2.465
2011-02-24 03:00:00,1.87
2011-02-24 05:00:00,7.2
2011-02-24 06:00:00,36.0
2011-02-24 07:00:00,101.53
2011-02-24 08:00:00,250.38
2011-02-24 09:00:00,130.27
2011-02-24 10:00:00,59.5
2011-02-24 11:00:00,74.1
2011-02-24 12:00:00,96.85
2011-02-24 13:00:00,94.26
2011-02-24 14:00:00,93.67
2011-02-24 15:00:00,43.76
2011-02-24 16:00:00,60.42
2011-02-24 17:00:00,193.19
2011-02-24 18:00:00,170.63
2011-02-24 19:00:00,111.26
2011-02-24 20:00:00,81.88
2011-02-24 21:00:00,59.36
2011-02-24 22:00:00,37.78
2011-02-24 23:00:00,36.81
2011-02-25 00:00:00,14.35
2011-02-25 01:00:00,11.23
2011-02-25 02:00:00,8.29
2011-02-25 03:00:00,2.35
2011-02-25 05:00:00,7.66
2011-02-25 06:00:00,24.38
2011-02-25 07:00:00,67.15
2011-02-25 08:00:00,150.88
2011-02-25 09:00:00,78.21
2011-02-25 10:00:00,38.91
2011-02-25 11:00:00,151.71
2011-02-25 12:00:00,176.61
2011-02-25 13:00:00,176.49
2011-02-25 14:00:00,179.59
2011-02-25 15:00:00,196.81
2011-02-25 16:00:00,108.73
2011-02-25 17:00:00,180.92
2011-02-25 18:00:00,166.06
2011-02-25 19:00:00,111.12
2011-02-25 20:00:00,68.31
2011-02-25 21:00:00,54.35
2011-02-25 22:00:00,45.26
2011-02-25 23:00:00,29.0
2011-02-26 00:00:00,30.0
2011-02-26 01:00:00,21.92
2011-02-26 02:00:00,16.9
2011-02-26 03:00:00,12.12
2011-02-26 04:00:00,3.45
2011-02-26 05:00:00,3.32
2011-02-26 06:00:00,4.49
2011-02-26 07:00:00,10.8
2011-02-26 08:00:00,26.03
2011-02-26 09:00:00,53.41
2011-02-26 10:00:00,107.72
2011-02-26 11:00:00,121.63
2011-02-26 12:00:00,128.88
2011-02-26 13:00:00,147.55
2011-02-26 14:00:00,138.89
2011-02-26 15:00:00,137.42
2011-02-26 16:00:00,145.19
2011-02-26 17:00:00,117.22
2011-02-26 18:00:00,89.09
2011-02-26 19:00:00,65.72
2011-02-26 20:00:00,64.46
2011-02-26 21:00:00,43.81
2011-02-26 22:00:00,46.63
2011-02-26 23:00:00,45.48
2011-02-27 00:00:00,29.7
2011-02-27 01:00:00,28.29
2011-02-27 02:00:00,24.02
2011-02-27 03:00:00,13.58
2011-02-27 04:00:00,5.04
2011-02-27 06:00:00,4.85
2011-02-27 07:00:00,8.28
2011-02-27 08:00:00,29.79
2011-02-27 09:00:00,54.72833333333333
2011-02-27 10:00:00,70.99
2011-02-27 11:00:00,96.18
2011-02-27 12:00:00,153.62
2011-02-27 13:00:00,169.25
2011-02-27 14:00:00,181.11
2011-02-27 15:00:00,247.02
2011-02-27 16:00:00,282.04
2011-02-27 17:00:00,138.24
2011-02-27 18:00:00,120.85
2011-02-27 19:00:00,101.09
2011-02-27 20:00:00,78.3
2011-02-27 21:00:00,70.5
2011-02-27 22:00:00,48.46
2011-02-27 23:00:00,39.03
2011-02-28 00:00:00,17.29
2011-02-28 01:00:00,4.94
2011-02-28 03:00:00,2.02
2011-02-28 05:00:00,8.19
2011-02-28 06:00:00,33.95
2011-02-28 07:00:00,123.14
2011-02-28 08:00:00,232.41
2011-02-28 09:00:00,143.64
2011-02-28 10:00:00,88.85
2011-02-28 11:00:00,113.0
2011-02-28 12:00:00,118.21
2011-02-28 13:00:00,104.3
2011-02-28 14:00:00,62.17
2011-02-28 15:00:00,61.94
2011-02-28 16:00:00,82.09
2011-02-28 17:00:00,208.69
2011-02-28 18:00:00,172.59
2011-02-28 19:00:00,115.34
2011-02-28 20:00:00,85.31
2011-02-28 21:00:00,64.2
2011-02-28 22:00:00,38.27
2011-02-28 23:00:00,27.03
2011-03-20 00:00:00,40.04
2011-03-20 01:00:00,33.09
2011-03-20 02:00:00,21.49
2011-03-20 03:00:00,9.95
2011-03-20 04:00:00,1.82
2011-03-20 05:00:00,1.81
2011-03-20 06:00:00,1.47
2011-03-20 07:00:00,9.55
2011-03-20 08:00:00,34.18
2011-03-20 09:00:00,57.67
2011-03-20 10:00:00,121.14
2011-03-20 11:00:00,143.28
2011-03-20 12:00:00,158.96
2011-03-20 13:00:00,153.97
2011-03-20 14:00:00,159.04
2011-03-20 15:00:00,160.92
2011-03-20 16:00:00,160.09
2011-03-20 17:00:00,114.71
2011-03-20 18:00:00,128.81
2011-03-20 19:00:00,75.6
2011-03-20 20:00:00,68.42
2011-03-20 21:00:00,58.25
2011-03-20 22:00:00,48.98
2011-03-20 23:00:00,36.2
2011-03-21 00:00:00,24.2
2011-03-21 01:00:00,16.0
2011-03-21 02:00:00,8.38
2011-03-21 03:00:00,3.24
2011-03-21 05:00:00,14.13
2011-03-21 06:00:00,57.7
2011-03-21 07:00:00,97.58
2011-03-21 08:00:00,248.25
2011-03-21 09:00:00,156.62
2011-03-21 10:00:00,89.03
2011-03-21 11:00:00,113.27
2011-03-21 12:00:00,122.52
2011-03-21 13:00:00,128.22
2011-03-21 14:00:00,121.0
2011-03-21 15:00:00,170.04
2011-03-21 16:00:00,214.04
2011-03-21 17:00:00,440.71
2011-03-21 18:00:00,418.15
2011-03-21 19:00:00,303.49
2011-03-21 20:00:00,243.15
2011-03-21 21:00:00,94.13
2011-03-21 22:00:00,105.88
2011-03-21 23:00:00,59.72
2011-03-22 00:00:00,48.0
2011-03-22 01:00:00,11.72
2011-03-22 02:00:00,7.64
2011-03-22 03:00:00,3.84
2011-03-22 04:00:00,5.08
2011-03-22 05:00:00,18.08
2011-03-22 06:00:00,75.49
2011-03-22 07:00:00,196.83
2011-03-22 08:00:00,260.01
2011-03-22 09:00:00,147.96
2011-03-22 10:00:00,133.7
2011-03-22 11:00:00,135.96
2011-03-22 12:00:00,160.35
2011-03-22 13:00:00,140.91
2011-03-22 14:00:00,123.38
2011-03-22 15:00:00,129.14
2011-03-22 16:00:00,241.16
2011-03-22 17:00:00,457.33
2011-03-22 18:00:00,397.6
2011-03-22 19:00:00,207.11
2011-03-22 20:00:00,146.49
2011-03-22 21:00:00,95.44
2011-03-22 22:00:00,77.22
2011-03-22 23:00:00,52.1
2011-03-23 00:00:00,28.79
2011-03-23 01:00:00,11.41
2011-03-23 02:00:00,5.63
2011-03-23 03:00:00,3.93
2011-03-23 05:00:00,11.01
2011-03-23 06:00:00,64.96
2011-03-23 07:00:00,125.99
2011-03-23 08:00:00,259.13
2011-03-23 09:00:00,149.93
2011-03-23 10:00:00,58.62
2011-03-23 11:00:00,68.98
2011-03-23 12:00:00,67.37
2011-03-23 13:00:00,61.85
2011-03-23 14:00:00,88.43
2011-03-23 15:00:00,80.1
2011-03-23 16:00:00,144.79
2011-03-23 17:00:00,329.07
2011-03-23 18:00:00,214.4
2011-03-23 19:00:00,147.96
2011-03-23 20:00:00,72.42
2011-03-23 21:00:00,54.01
2011-03-23 22:00:00,62.56
2011-03-23 23:00:00,47.41
2011-03-24 00:00:00,20.89
2011-03-24 01:00:00,7.47
2011-03-24 02:00:00,5.84
2011-03-24 03:00:00,3.38
2011-03-24 04:00:00,3.06
2011-03-24 05:00:00,11.76
2011-03-24 06:00:00,62.23
2011-03-24 07:00:00,80.21
2011-03-24 08:00:00,103.88
2011-03-24 09:00:00,139.65
2011-03-24 10:00:00,63.85
2011-03-24 11:00:00,73.47
2011-03-24 12:00:00,81.4
2011-03-24 13:00:00,93.88
2011-03-24 14:00:00,102.23
2011-03-24 15:00:00,94.4
2011-03-24 16:00:00,123.95
2011-03-24 17:00:00,256.89
2011-03-24 18:00:00,231.48
2011-03-24 19:00:00,169.81
2011-03-24 20:00:00,100.43
2011-03-24 21:00:00,79.49
2011-03-24 22:00:00,68.4
2011-03-24 23:00:00,48.85
2011-03-25 00:00:00,27.14
2011-03-25 01:00:00,10.33
2011-03-25 02:00:00,7.04
2011-03-25 03:00:00,3.776666666666667
2011-03-25 04:00:00,2.4868333333333332
2011-03-25 05:00:00,12.97
2011-03-25 06:00:00,67.77
2011-03-25 07:00:00,175.04
2011-03-25 08:00:00,264.93
2011-03-25 09:00:00,167.63
2011-03-25 10:00:00,97.32
2011-03-25 11:00:00,102.1
2011-03-25 12:00:00,119.78
2011-03-25 13:00:00,114.82
2011-03-25 14:00:00,119.56
2011-03-25 15:00:00,111.18
2011-03-25 16:00:00,154.83
2011-03-25 17:00:00,254.78
2011-03-25 18:00:00,244.64
2011-03-25 19:00:00,148.02
2011-03-25 20:00:00,104.89
2011-03-25 21:00:00,85.02
2011-03-25 22:00:00,58.78
2011-03-25 23:00:00,48.3
2011-03-26 00:00:00,36.52
2011-03-26 01:00:00,30.8
2011-03-26 02:00:00,22.48
2011-03-26 03:00:00,11.466666666666667
2011-03-26 04:00:00,5.05
2011-03-26 05:00:00,4.67
2011-03-26 06:00:00,12.89
2011-03-26 07:00:00,40.56
2011-03-26 08:00:00,85.00333333333332
2011-03-26 09:00:00,102.21333333333332
2011-03-26 10:00:00,150.37
2011-03-26 11:00:00,158.02
2011-03-26 12:00:00,182.44
2011-03-26 13:00:00,197.57
2011-03-26 14:00:00,193.01
2011-03-26 15:00:00,189.89
2011-03-26 16:00:00,187.89
2011-03-26 17:00:00,195.43
2011-03-26 18:00:00,174.39
2011-03-26 19:00:00,134.34
2011-03-26 20:00:00,79.14
2011-03-26 21:00:00,67.09
2011-03-26 22:00:00,60.14
2011-03-26 23:00:00,43.02
2011-03-27 00:00:00,39.17
2011-03-27 01:00:00,30.55
2011-03-27 02:00:00,24.54
2011-03-27 03:00:00,12.94
2011-03-27 04:00:00,4.59
2011-03-27 06:00:00,7.84
2011-03-27 07:00:00,88.64
2011-03-27 08:00:00,89.29
2011-03-27 09:00:00,80.71
2011-03-27 10:00:00,131.74
2011-03-27 11:00:00,155.05
2011-03-27 12:00:00,170.46
2011-03-27 13:00:00,173.75
2011-03-27 14:00:00,181.16
2011-03-27 15:00:00,188.82
2011-03-27 16:00:00,185.25
2011-03-27 17:00:00,187.88
2011-03-27 18:00:00,154.18
2011-03-27 19:00:00,128.66
2011-03-27 20:00:00,77.12
2011-03-27 21:00:00,63.18
2011-03-27 22:00:00,47.38
2011-03-27 23:00:00,45.7
2011-03-28 00:00:00,17.86
2011-03-28 01:00:00,7.52
2011-03-28 02:00:00,5.44
2011-03-28 03:00:00,3.69
2011-03-28 05:00:00,14.93
2011-03-28 06:00:00,60.91
2011-03-28 07:00:00,171.27
2011-03-28 08:00:00,258.65
2011-03-28 09:00:00,161.61
2011-03-28 10:00:00,104.0
2011-03-28 11:00:00,101.77
2011-03-28 12:00:00,114.02
2011-03-28 13:00:00,114.18
2011-03-28 14:00:00,111.72
2011-03-28 15:00:00,109.1
2011-03-28 16:00:00,147.95
2011-03-28 17:00:00,280.51
2011-03-28 18:00:00,267.87
2011-03-28 19:00:00,176.1
2011-03-28 20:00:00,122.69
2011-03-28 21:00:00,100.51
2011-03-28 22:00:00,62.56
2011-03-28 23:00:00,41.12
2011-03-29 00:00:00,19.18
2011-03-29 01:00:00,6.19
2011-03-29 02:00:00,13.65
2011-03-29 03:00:00,2.66
2011-03-29 04:00:00,3.13
2011-03-29 05:00:00,17.49
2011-03-29 06:00:00,65.55
2011-03-29 07:00:00,177.57
2011-03-29 08:00:00,264.6
2011-03-29 09:00:00,163.52
2011-03-29 10:00:00,98.29
2011-03-29 11:00:00,92.13
2011-03-29 12:00:00,106.87
2011-03-29 13:00:00,106.84
2011-03-29 14:00:00,105.68
2011-03-29 15:00:00,116.21
2011-03-29 16:00:00,158.24
2011-03-29 17:00:00,353.73
2011-03-29 18:00:00,309.93
2011-03-29 19:00:00,180.86
2011-03-29 20:00:00,130.41
2011-03-29 21:00:00,106.36
2011-03-29 22:00:00,76.99
2011-03-29 23:00:00,51.11
2011-03-30 00:00:00,26.19
2011-03-30 01:00:00,11.85
2011-03-30 02:00:00,5.53
2011-03-30 03:00:00,4.34
2011-03-30 04:00:00,4.22
2011-03-30 05:00:00,15.6
2011-03-30 06:00:00,67.75
2011-03-30 07:00:00,173.53
2011-03-30 08:00:00,269.92
2011-03-30 09:00:00,150.15
2011-03-30 10:00:00,88.2
2011-03-30 11:00:00,88.04
2011-03-30 12:00:00,101.93
2011-03-30 13:00:00,100.58
2011-03-30 14:00:00,88.33
2011-03-30 15:00:00,67.81
2011-03-30 16:00:00,76.74
2011-03-30 17:00:00,145.0
2011-03-30 18:00:00,178.24
2011-03-30 19:00:00,121.72
2011-03-30 20:00:00,65.01
2011-03-30 21:00:00,63.03
2011-03-30 22:00:00,46.41
2011-03-30 23:00:00,33.42
2011-03-31 00:00:00,15.97
2011-03-31 01:00:00,9.52
2011-03-31 02:00:00,5.59
2011-03-31 03:00:00,3.36
2011-03-31 04:00:00,3.33
2011-03-31 05:00:00,10.66
2011-03-31 06:00:00,39.74
2011-03-31 07:00:00,81.63
2011-03-31 08:00:00,222.26
2011-03-31 09:00:00,82.28
2011-03-31 10:00:00,55.98
2011-03-31 11:00:00,58.93
2011-03-31 12:00:00,61.66
2011-03-31 13:00:00,70.88
2011-03-31 14:00:00,70.43
2011-03-31 15:00:00,63.82
2011-03-31 16:00:00,111.35
2011-03-31 17:00:00,220.01
2011-03-31 18:00:00,214.59
2011-03-31 19:00:00,152.74
2011-03-31 20:00:00,67.47
2011-03-31 21:00:00,80.63
2011-03-31 22:00:00,49.82
2011-03-31 23:00:00,45.78
2011-04-20 00:00:00,49.4
2011-04-20 01:00:00,11.34
2011-04-20 02:00:00,8.12
2011-04-20 03:00:00,4.51
2011-04-20 04:00:00,4.66
2011-04-20 05:00:00,17.86
2011-04-20 06:00:00,85.86
2011-04-20 07:00:00,254.96
2011-04-20 08:00:00,433.62
2011-04-20 09:00:00,205.99
2011-04-20 10:00:00,137.47
2011-04-20 11:00:00,131.75
2011-04-20 12:00:00,196.13
2011-04-20 13:00:00,187.49
2011-04-20 14:00:00,174.85
2011-04-20 15:00:00,175.73
2011-04-20 16:00:00,280.03
2011-04-20 17:00:00,501.17
2011-04-20 18:00:00,513.16
2011-04-20 19:00:00,410.1
2011-04-20 20:00:00,317.29
2011-04-20 21:00:00,235.33
2011-04-20 22:00:00,157.32
2011-04-20 23:00:00,91.57
2011-04-21 00:00:00,41.04
2011-04-21 01:00:00,16.87
2011-04-21 02:00:00,13.21
2011-04-21 03:00:00,4.09
2011-04-21 04:00:00,3.87
2011-04-21 05:00:00,20.77
2011-04-21 06:00:00,57.74
2011-04-21 07:00:00,195.2
2011-04-21 08:00:00,268.53
2011-04-21 09:00:00,165.72
2011-04-21 10:00:00,143.68
2011-04-21 11:00:00,156.3
2011-04-21 12:00:00,182.7
2011-04-21 13:00:00,177.03
2011-04-21 14:00:00,143.37
2011-04-21 15:00:00,146.74
2011-04-21 16:00:00,203.7
2011-04-21 17:00:00,463.57
2011-04-21 18:00:00,357.6
2011-04-21 19:00:00,231.73
2011-04-21 20:00:00,185.44
2011-04-21 21:00:00,111.33
2011-04-21 22:00:00,99.8
2011-04-21 23:00:00,61.63
2011-04-22 00:00:00,36.11
2011-04-22 01:00:00,18.15
2011-04-22 02:00:00,12.07
2011-04-22 03:00:00,3.87
2011-04-22 04:00:00,3.993333333333333
2011-04-22 05:00:00,17.51
2011-04-22 06:00:00,71.81
2011-04-22 07:00:00,144.25
2011-04-22 08:00:00,263.7
2011-04-22 09:00:00,156.24
2011-04-22 10:00:00,114.56
2011-04-22 11:00:00,83.93
2011-04-22 12:00:00,92.82
2011-04-22 13:00:00,53.03
2011-04-22 14:00:00,29.82
2011-04-22 15:00:00,55.14
2011-04-22 16:00:00,109.41
2011-04-22 17:00:00,138.88
2011-04-22 18:00:00,105.86
2011-04-22 19:00:00,91.77
2011-04-22 20:00:00,77.17
2011-04-22 21:00:00,65.9
2011-04-22 22:00:00,64.56
2011-04-22 23:00:00,51.52
2011-04-23 00:00:00,35.38
2011-04-23 01:00:00,28.39
